Freq.	V(vo)/V(vi)
1.07078670498642e+06	2.07879273958536e+01
1.09547875712235e+06	2.07820954595711e+01
1.12074020130980e+06	2.07759995479951e+01
1.14658416757564e+06	2.07696280947427e+01
1.17302408872164e+06	2.07629690619042e+01
1.20007370730631e+06	2.07560099238649e+01
1.22774708278789e+06	2.07487376512985e+01
1.25605859883191e+06	2.07411386945660e+01
1.28502297078733e+06	2.07331989670755e+01
1.31465525333511e+06	2.07249038287233e+01
1.34497084831305e+06	2.07162380687789e+01
1.37598551272120e+06	2.07071858891241e+01
1.40771536691175e+06	2.06977308872147e+01
1.44017690296789e+06	2.06878560393557e+01
1.47338699327575e+06	2.06775436838263e+01
1.50736289929415e+06	2.06667755043054e+01
1.54212228052650e+06	2.06555325136462e+01
1.57768320369955e+06	2.06437950377603e+01
1.61406415215392e+06	2.06315427002066e+01
1.65128403545107e+06	2.06187544069997e+01
1.68936219920182e+06	2.06054083323082e+01
1.72831843512156e+06	2.05914819048402e+01
1.76817299131729e+06	2.05769517948592e+01
1.80894658281189e+06	2.05617939023695e+01
1.85066040231106e+06	2.05459833465239e+01
1.89333613121858e+06	2.05294944559279e+01
1.93699595090554e+06	2.05123007608000e+01
1.98166255423946e+06	2.04943749861615e+01
2.02735915737923e+06	2.04756890473556e+01
2.07410951184214e+06	2.04562140467624e+01
2.12193791684899e+06	2.04359202732083e+01
2.17086923195411e+06	2.04147772033204e+01
2.22092888996638e+06	2.03927535051569e+01
2.27214291016843e+06	2.03698170449520e+01
2.32453791184048e+06	2.03459348959840e+01
2.37814112809619e+06	2.03210733511990e+01
2.43298042003745e+06	2.02951979382106e+01
2.48908429123563e+06	2.02682734384939e+01
2.54648190254675e+06	2.02402639095279e+01
2.60520308726832e+06	2.02111327109955e+01
2.66527836664560e+06	2.01808425345763e+01
2.72673896573553e+06	2.01493554382307e+01
2.78961682963643e+06	2.01166328843962e+01
2.85394464009196e+06	2.00826357823572e+01
2.91975583247796e+06	2.00473245355783e+01
2.98708461318099e+06	2.00106590928271e+01
3.05596597737765e+06	1.99725990046383e+01
3.12643572722388e+06	1.99331034835227e+01
3.19853049046363e+06	1.98921314695990e+01
3.27228773946675e+06	1.98496417001817e+01
3.34774581070580e+06	1.98055927839019e+01
3.42494392468207e+06	1.97599432795171e+01
3.50392220631098e+06	1.97126517784514e+01
3.58472170577768e+06	1.96636769914165e+01
3.66738441987349e+06	1.96129778391266e+01
3.75195331382440e+06	1.95605135458417e+01
3.83847234362289e+06	1.95062437361258e+01
3.92698647887478e+06	1.94501285346882e+01
4.01754172617281e+06	1.93921286676909e+01
4.11018515300936e+06	1.93322055663581e+01
4.20496491224045e+06	1.92703214714683e+01
4.30193026711394e+06	1.92064395384084e+01
4.40113161687490e+06	1.91405239423054e+01
4.50262052296136e+06	1.90725399824469e+01
4.60644973580418e+06	1.90024541853263e+01
4.71267322224492e+06	1.89302344053870e+01
4.82134619358591e+06	1.88558499238756e+01
4.93252513428721e+06	1.87792715427976e+01
5.04626783132526e+06	1.87004716759977e+01
5.16263340422856e+06	1.86194244347864e+01
5.28168233580598e+06	1.85361057077125e+01
5.40347650358362e+06	1.84504932348969e+01
5.52807921196660e+06	1.83625666747550e+01
5.65555522514253e+06	1.82723076641235e+01
5.78597080074371e+06	1.81796998694143e+01
5.91939372428550e+06	1.80847290306632e+01
6.05589334439897e+06	1.79873829960394e+01
6.19554060887585e+06	1.78876517472213e+01
6.33840810154482e+06	1.77855274163047e+01
6.48457007999801e+06	1.76810042928663e+01
6.63410251418758e+06	1.75740788214781e+01
6.78708312591225e+06	1.74647495897685e+01
6.94359142921444e+06	1.73530173078536e+01
7.10370877170888e+06	1.72388847786355e+01
7.26751837686435e+06	1.71223568580167e+01
7.43510538726031e+06	1.70034404092548e+01
7.60655690884111e+06	1.68821442472719e+01
7.78196205619065e+06	1.67584790769406e+01
7.96141199885106e+06	1.66324574237565e+01
8.14500000870947e+06	1.65040935600093e+01
8.33282150847754e+06	1.63734034235012e+01
8.52497412128888e+06	1.62404045342024e+01
8.72155772144018e+06	1.61051159054169e+01
8.92267448630243e+06	1.59675579523277e+01
9.12842894942921e+06	1.58277523995012e+01
9.33892805488959e+06	1.56857221860410e+01
9.55428121285396e+06	1.55414913719375e+01
9.77460035646173e+06	1.53950850434646e+01
1.00000000000002e+07	1.52465292206350e+01
1.02305972984253e+07	1.50958507678965e+01
1.04665121082545e+07	1.49430773054405e+01
1.07078670498642e+07	1.47882371279645e+01
1.09547875712236e+07	1.46313591240288e+01
1.12074020130980e+07	1.44724727045095e+01
1.14658416757565e+07	1.43116077342166e+01
1.17302408872164e+07	1.41487944716028e+01
1.20007370730632e+07	1.39840635152853e+01
1.22774708278790e+07	1.38174457578101e+01
1.25605859883191e+07	1.36489723493894e+01
1.28502297078734e+07	1.34786746676313e+01
1.31465525333511e+07	1.33065842982017e+01
1.34497084831305e+07	1.31327330250470e+01
1.37598551272120e+07	1.29571528289514e+01
1.40771536691176e+07	1.27798758972360e+01
1.44017690296789e+07	1.26009346429652e+01
1.47338699327575e+07	1.24203617349560e+01
1.50736289929416e+07	1.22381901373125e+01
1.54212228052650e+07	1.20544531607664e+01
1.57768320369956e+07	1.18691845229020e+01
