time;V(/derivated);V(/derivated_pre);V(/derivated_twice);V(/integrated);V(/integrated_pre);V(/rectified);V(/rectified_pre);V(/vi);V(/vi_buffered);V(/vi_offseted);
0,00939799;2,726;-2,63815;-0,172017;4,09129;-3,22745;-0,0091639;-0,00532372;0;1,09694e-05;-0,991694;
0,00939813;2,7042;-2,59182;-0,202879;4,08449;-3,22571;-0,00724616;-0,0034603;0;1,09715e-05;-0,991694;
0,00939823;2,68656;-2,55444;-0,227638;4,07927;-3,22438;-0,00434474;-0,000880445;0;1,09705e-05;-0,991694;
0,00939832;2,66912;-2,51758;-0,251902;4,07431;-3,22311;5,07949e-05;0,00280647;0;1,09705e-05;-0,991694;
0,00939842;2,65185;-2,48115;-0,275725;4,06956;-3,22189;0,00609258;0,00758878;0;1,09707e-05;-0,991694;
0,00939853;2,62927;-2,43363;-0,306552;4,06356;-3,22035;0,0164907;0,0153449;0;1,09706e-05;-0,991694;
0,00939868;2,59958;-2,37128;-0,346526;4,05598;-3,21841;0,0337967;0,0275637;0;1,09706e-05;-0,991694;
0,00939887;2,56018;-2,28877;-0,398563;4,04635;-3,21595;0,0612626;0,0461059;0;1,09707e-05;-0,991694;
0,00939917;2,4932;-2,14891;-0,484418;4,03081;-3,21197;0,114218;0,0806688;0;1,09706e-05;-0,991694;
0,00939949;2,41954;-1,99562;-0,575036;4,01461;-3,20782;0,176205;0,120301;0;1,09707e-05;-0,991694;
0,00939987;2,32686;-1,80327;-0,683475;3,99509;-3,20283;0,254858;0,170063;0;1,09706e-05;-0,991694;
0,0094003;2,21906;-1,58014;-0,801825;3,97318;-3,19721;0,344315;0,226271;0;1,09707e-05;-0,991694;
0,00940093;2,05645;-1,24443;-0,964561;3,9409;-3,18895;0,471547;0,305703;0;1,09706e-05;-0,991694;
0,00940176;1,84156;-0,801986;-1,15033;3,89849;-3,17809;0,621499;0,398715;0;1,09707e-05;-0,991694;
0,00940262;1,62375;-0,354573;-1,30344;3,85451;-3,16682;0,748894;0,477167;0;1,09706e-05;-0,991694;
0,00940368;1,37037;0,164882;-1,43399;3,80037;-3,15295;0,861584;0,545914;0;1,09707e-05;-0,991694;
0,00940467;1,15315;0,609456;-1,50074;3,74979;-3,14;0,92341;0,58292;0;1,09706e-05;-0,991694;
0,00940568;0,95438;1,01578;-1,52035;3,69838;-3,12682;0,947395;0,596351;0;1,09707e-05;-0,991694;
0,00940669;0,779504;1,37288;-1,49961;3,64725;-3,11372;0,93838;0,589324;0;1,09706e-05;-0,991694;
0,00940843;0,528851;1,88415;-1,39592;3,55889;-3,09108;0,866456;0,542442;0;1,09707e-05;-0,991694;
0,00941013;0,341185;2,26645;-1,24043;3,4725;-3,06894;0,750521;0,468668;0;1,09706e-05;-0,991694;
0,00941189;0,197782;2,55825;-1,05636;3,38353;-3,04613;0,610349;0,380226;0;1,09706e-05;-0,991694;
0,00941382;0,0865367;2,78437;-0,853429;3,2859;-3,02111;0,454898;0,282601;0;1,09706e-05;-0,991694;
0,00941523;0,0294702;2,90024;-0,715304;3,21483;-3,00289;0,349551;0,216657;0;1,09706e-05;-0,991694;
0,00941647;-0,00797451;2,9762;-0,60477;3,15238;-2,98688;0,266336;0,164662;0;1,09706e-05;-0,991694;
0,00941772;-0,0361747;3,03336;-0,505386;3,08965;-2,9708;0,193064;0,118965;0;1,09706e-05;-0,991694;
0,00941907;-0,0583158;3,07819;-0,411622;3,02198;-2,95345;0,126776;0,0777321;0;1,09706e-05;-0,991694;
0,00942086;-0,0778331;3,11764;-0,307893;2,93217;-2,93043;0,0607129;0,0368243;0;1,09706e-05;-0,991694;
0,00942284;-0,0900779;3,1423;-0,218223;2,83315;-2,90504;0,0193719;0,0116319;0;1,09707e-05;-0,991694;
0,00942374;-0,0933008;3,14876;-0,184953;2,78787;-2,89344;0,0108528;0,00650622;0;1,09706e-05;-0,991694;
0,00942417;-0,094439;3,15104;-0,170745;2,76651;-2,88796;0,00827917;0,00496023;0;1,09707e-05;-0,991694;
0,0094247;-0,0955622;3,15327;-0,15439;2,74009;-2,88119;0,00598972;0,00360232;0;1,09706e-05;-0,991694;
0,00942518;-0,0963289;3,15479;-0,140829;2,71643;-2,87512;0,00455715;0,00273469;0;1,09707e-05;-0,991694;
0,00942572;-0,0969631;3,15603;-0,126498;2,68938;-2,86819;0,00335046;0,00201508;0;1,09706e-05;-0,991694;
0,00942627;-0,0973732;3,15682;-0,113199;2,662;-2,86117;0,00249373;0,00149643;0;1,09707e-05;-0,991694;
0,00942678;-0,0975724;3,15719;-0,101812;2,63647;-2,85462;0,00188601;0,00112716;0;1,09706e-05;-0,991694;
0,00942733;-0,097616;3,15723;-0,0906709;2,60922;-2,84764;0,00139701;0,000833717;0;1,09706e-05;-0,991694;
0,00942777;-0,0975385;3,15705;-0,0823393;2,58708;-2,84196;0,00108134;0,000636538;0;1,09706e-05;-0,991694;
0,00942833;-0,0973176;3,15656;-0,0727166;2,55927;-2,83483;0,000771181;0,00045531;0;1,09706e-05;-0,991694;
0,00942881;-0,0970361;3,15595;-0,0652642;2,53573;-2,8288;0,000593754;0,000345562;0;1,09706e-05;-0,991694;
0,00942935;-0,0966224;3,15508;-0,0574395;2,50874;-2,82188;0,000442935;0,000257889;0;1,09706e-05;-0,991694;
0,00942989;-0,0961256;3,15403;-0,0503399;2,4818;-2,81497;0,000333769;0,000188675;0;1,09706e-05;-0,991694;
0,0094306;-0,0953732;3,15246;-0,0420513;2,44667;-2,80597;0,000228275;0,000127741;0;1,09706e-05;-0,991694;
0,00943144;-0,0943564;3,15035;-0,0335017;2,40498;-2,79528;0,000156828;8,31814e-05;0;1,09706e-05;-0,991694;
0,00943243;-0,0930283;3,14759;-0,0250008;2,35593;-2,78271;0,000112371;5,84202e-05;0;1,09706e-05;-0,991694;
0,00943346;-0,0915432;3,14452;-0,0177227;2,30511;-2,76968;0,000104488;5,37494e-05;0;1,09706e-05;-0,991694;
0,00943465;-0,0897285;3,14077;-0,0109058;2,2462;-2,75457;0,000115645;6,19116e-05;0;1,09706e-05;-0,991694;
0,00943606;-0,0875022;3,13618;-0,00466098;2,17645;-2,7367;0,00014923;8,33424e-05;0;1,09706e-05;-0,991694;
0,00943776;-0,0847721;3,13055;0,000817595;2,09262;-2,7152;0,000193069;0,000110685;0;1,09706e-05;-0,991694;
0,00943948;-0,081997;3,12483;0,00466929;2,00793;-2,69349;0,000235176;0,000137409;0;1,09706e-05;-0,991694;
0,00944144;-0,0788554;3,11836;0,00760278;1,91168;-2,66882;0,000271178;0,000159159;0;1,09706e-05;-0,991694;
0,00944351;-0,0755719;3,1116;0,00955615;1,81013;-2,64279;0,00029788;0,000176461;0;1,09706e-05;-0,991694;
0,00944593;-0,0717923;3,10381;0,0108923;1,69187;-2,61247;0,000316504;0,000187107;0;1,09706e-05;-0,991694;
0,0094486;-0,0676816;3,09535;0,0116613;1,56174;-2,57911;0,000327602;0,000194921;0;1,09706e-05;-0,991694;
0,00945184;-0,062754;3,08519;0,012072;1,40418;-2,53872;0,000332777;0,000197038;0;1,09706e-05;-0,991694;
0,00945569;-0,0569612;3,07326;0,0122168;1,21754;-2,49087;0,000333902;0,000198826;0;1,09706e-05;-0,991694;
0,00946067;-0,0495415;3,05797;0,012211;0,977375;-2,4293;0,000332789;0,000196949;0;1,09706e-05;-0,991694;
0,00946719;-0,0398826;3,03807;0,0121297;0,66408;-2,34899;0,000330215;0,000196528;0;1,09706e-05;-0,991694;
0,00947645;-0,0262988;3,01008;0,0120115;0,223257;-2,23598;0,000327163;0,000193387;0;1,09706e-05;-0,991694;
0,00948571;-0,0128396;2,98235;0,0119013;-0,213506;-2,12401;0,000323826;0,000192528;0;1,09706e-05;-0,991694;
0,00949497;0,000496047;2,95487;0,011792;-0,646244;-2,01307;0,000321033;0,000189512;0;1,09706e-05;-0,991694;
0,00950349;0,0126471;2,92983;0,0116921;-1,04054;-1,91199;0,000317925;0,000188833;0;1,09706e-05;-0,991694;
0,009512;0,0246951;2,90501;0,011593;-1,4315;-1,81177;0,000315505;0,000186017;0;1,09706e-05;-0,991694;
